"Pscore","Nscore","Oscore"
0.586666666666667,0.822222222222222,-0.235555555555556
0.574257425742574,0.940594059405941,-0.366336633663366
0.639042357274402,0.904235727440147,-0.265193370165746
0.690856313497823,0.714078374455733,-0.02322206095791
0.528421052631579,0.882105263157895,-0.353684210526316
0.555386949924128,0.737481031866464,-0.182094081942337
0.539855072463768,0.764492753623188,-0.22463768115942
0.603508771929825,0.726315789473684,-0.12280701754386
0.519662921348315,0.620786516853933,-0.101123595505618
0.544,0.81,-0.266
0.61271676300578,0.858381502890173,-0.245664739884393
0.5,0.965034965034965,-0.465034965034965
0.585308056872038,0.864928909952607,-0.279620853080569
0.605577689243028,0.832669322709163,-0.227091633466135
0.533333333333333,0.8,-0.266666666666667
0.572614107883817,0.871369294605809,-0.298755186721992
0.563275434243176,0.930521091811414,-0.367245657568238
0.527426160337553,0.981012658227848,-0.453586497890295
0.534653465346535,0.889108910891089,-0.354455445544554
0.550239234449761,0.820574162679426,-0.270334928229665
0.606334841628959,0.723981900452489,-0.117647058823529
0.621399176954732,0.864197530864197,-0.242798353909465
0.555343511450382,0.788167938931298,-0.232824427480916
0.582322357019064,0.847487001733102,-0.265164644714038
0.550561797752809,0.750561797752809,-0.2
0.450592885375494,0.737154150197628,-0.286561264822134
0.518518518518518,0.687242798353909,-0.168724279835391
0.458781362007168,0.663082437275986,-0.204301075268817
0.487261146496815,0.665605095541401,-0.178343949044586
0.455390334572491,0.778810408921933,-0.323420074349442
0.503690036900369,0.773062730627306,-0.269372693726937
0.435251798561151,0.77158273381295,-0.336330935251799
0.492565055762082,0.828996282527881,-0.336431226765799
0.49375,0.883333333333333,-0.389583333333333
0.548275862068966,0.66551724137931,-0.117241379310345
0.600877192982456,0.754385964912281,-0.153508771929825
0.49618320610687,0.834605597964377,-0.338422391857506
0.501633986928105,0.849673202614379,-0.348039215686274
0.495667244367418,0.743500866551127,-0.247833622183709
0.463087248322148,0.848993288590604,-0.385906040268456
0.5,0.91030534351145,-0.41030534351145
0.515923566878981,0.789808917197452,-0.273885350318471
0.506024096385542,0.713855421686747,-0.207831325301205
0.540740740740741,0.844444444444444,-0.303703703703704
0.539898132427844,0.915110356536503,-0.375212224108659
0.549679487179487,0.788461538461538,-0.238782051282051
0.480737018425461,0.855946398659966,-0.375209380234506
0.515748031496063,0.881889763779528,-0.366141732283465
0.49063670411985,0.794007490636704,-0.303370786516854
0.511400651465798,0.719869706840391,-0.208469055374593
0.518260869565217,0.878260869565217,-0.36
0.5,0.906934306569343,-0.406934306569343
0.564663023679417,0.750455373406193,-0.185792349726776
0.558823529411765,0.803921568627451,-0.245098039215686
0.461382113821138,0.880081300813008,-0.41869918699187
0.625,0.739864864864865,-0.114864864864865
0.566666666666667,0.716666666666667,-0.15
0.547138047138047,0.927609427609428,-0.380471380471381
0.549912434325744,0.796847635726795,-0.246935201401051
0.592727272727273,0.830909090909091,-0.238181818181818
0.540869565217391,0.733913043478261,-0.19304347826087
0.504835589941973,0.866537717601547,-0.361702127659574
0.569230769230769,0.655384615384615,-0.0861538461538461
0.649171270718232,0.674033149171271,-0.0248618784530388
0.635157545605307,0.724709784411277,-0.0895522388059702
0.60752688172043,0.810035842293907,-0.202508960573477
0.563426688632619,0.85831960461285,-0.294892915980231
0.508634222919937,0.868131868131868,-0.359497645211931
0.470219435736677,0.918495297805643,-0.448275862068966
0.464751958224543,0.704960835509138,-0.240208877284595
0.503496503496504,0.801864801864802,-0.298368298368298
0.418886198547215,1.181598062954,-0.76271186440678
0.502325581395349,0.934883720930233,-0.432558139534884
0.637037037037037,0.874074074074074,-0.237037037037037
0.558282208588957,0.901840490797546,-0.343558282208589
0.552631578947368,0.888157894736842,-0.335526315789474
0.538461538461538,0.75,-0.211538461538462
0.717557251908397,0.748091603053435,-0.0305343511450382
0.639370078740157,0.844094488188976,-0.204724409448819
0.572131147540984,0.878688524590164,-0.30655737704918
0.60738255033557,0.76006711409396,-0.152684563758389
0.542649727767695,0.740471869328494,-0.197822141560799
0.522727272727273,0.717532467532468,-0.194805194805195
0.551928783382789,0.744807121661721,-0.192878338278932
0.579207920792079,0.739273927392739,-0.16006600660066
0.626139817629179,0.788753799392097,-0.162613981762918
0.545994065281899,0.893175074183976,-0.347181008902077
0.551446945337621,0.721864951768489,-0.170418006430868
0.51965811965812,0.767521367521368,-0.247863247863248
0.5775,0.7275,-0.15
0.596590909090909,0.778409090909091,-0.181818181818182
0.481975967957276,1.25901201602136,-0.777036048064085
0.457534246575342,0.880821917808219,-0.423287671232877
0.608370702541106,0.853512705530643,-0.245142002989537
0.556140350877193,0.835087719298246,-0.278947368421053
0.539594843462247,0.808471454880295,-0.268876611418048
0.651515151515151,0.718181818181818,-0.0666666666666667
0.519893899204244,0.702917771883289,-0.183023872679045
0.487359550561798,0.919943820224719,-0.432584269662921
0.532871972318339,0.892733564013841,-0.359861591695502
0.547826086956522,0.860869565217391,-0.31304347826087
0.508100147275405,0.938144329896907,-0.430044182621502
0.525423728813559,0.924499229583975,-0.399075500770416
0.693548387096774,0.864516129032258,-0.170967741935484
0.681948424068768,0.842406876790831,-0.160458452722063
0.512908777969019,0.865748709122203,-0.352839931153184
0.492281303602058,0.886792452830189,-0.39451114922813
0.449122807017544,0.903508771929825,-0.454385964912281
0.571912013536379,0.830795262267343,-0.258883248730964
0.541436464088398,0.869244935543278,-0.32780847145488
0.585139318885449,0.743034055727554,-0.157894736842105
0.716845878136201,0.792114695340502,-0.0752688172043011
0.562105263157895,0.816842105263158,-0.254736842105263
0.524701873935264,1.13628620102215,-0.611584327086883
0.552980132450331,1.00165562913907,-0.448675496688742
0.53834808259587,1.01769911504425,-0.479351032448378
0.435550935550936,1.09043659043659,-0.654885654885655
0.512941176470588,0.887058823529412,-0.374117647058824
0.470692717584369,1.07637655417407,-0.605683836589698
0.358369956052737,1.16660007990411,-0.808230123851378
0.465269461077844,1.05149700598802,-0.58622754491018
0.455021834061135,0.946724890829694,-0.491703056768559
0.556947608200456,0.91002277904328,-0.353075170842825
0.547368421052632,0.897368421052632,-0.35
0.53072625698324,0.779329608938548,-0.248603351955307
0.590909090909091,0.816017316017316,-0.225108225108225
0.645970937912814,0.840158520475561,-0.194187582562748
0.566451612903226,0.974193548387097,-0.407741935483871
0.598143236074271,0.90053050397878,-0.302387267904509
0.688188976377953,0.900787401574803,-0.21259842519685
0.575815738963532,0.948176583493282,-0.37236084452975
0.600600600600601,0.828828828828829,-0.228228228228228
0.58659217877095,0.885474860335196,-0.298882681564246
0.566591422121896,0.900677200902935,-0.334085778781038
0.55878084179971,0.83744557329463,-0.27866473149492
0.560526315789474,0.888157894736842,-0.327631578947368
0.528671328671329,0.818181818181818,-0.28951048951049
0.582554517133956,0.78816199376947,-0.205607476635514
0.691525423728814,0.752542372881356,-0.0610169491525424
0.641744548286604,0.775700934579439,-0.133956386292835
0.537480063795853,0.824561403508772,-0.287081339712919
0.550702028081123,0.819032761310452,-0.268330733229329
0.539363484087102,0.815745393634841,-0.276381909547739
0.528901734104046,0.816473988439306,-0.28757225433526
0.499108734402852,0.871657754010695,-0.372549019607843
0.588732394366197,0.726760563380282,-0.138028169014085
0.621993127147766,0.742268041237113,-0.120274914089347
0.546112115732369,0.880650994575045,-0.334538878842676
0.583198707592892,0.967689822294023,-0.384491114701131
0.444444444444444,0.867003367003367,-0.422558922558923
0.608552631578947,0.899671052631579,-0.291118421052632
0.573883161512027,0.857388316151203,-0.283505154639175
0.508849557522124,0.70353982300885,-0.194690265486726
0.568733153638814,0.69811320754717,-0.129380053908356
0.463414634146341,0.774390243902439,-0.310975609756098
0.468671679197995,0.837092731829574,-0.368421052631579
0.477099236641221,0.898854961832061,-0.42175572519084
